DNTNO,HDATE,HTIME,PRDCD,RSHLD,HLDBY,HLDPROG,RSCLR,CDATE,CTIME,CLRBY,CLRPROG
G095624566357B ,20250224,132022976,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245663589 ,20250224,114937139,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245663597 ,20250224,111621424,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245663685 ,20250224,132455569,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624566372D ,20250224,131010850,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245673429 ,20250220,152847481,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245673437 ,20250224,113457970,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245673445 ,20250224,125918690,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245673453 ,20250220,152847590,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245673525 ,20250220,151042130,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624567355* ,20250224,104915117,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567358U ,20250224,113458111,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567359S ,20250224,121757893,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245673613 ,20250224,132023070,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245673621 ,20250220,152847715,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624567363* ,20250224,123855887,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567366U ,20250224,132023148,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567368Q ,20250224,111621564,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245673701 ,20250220,154157421,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624567372Y ,20250224,121757971,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567376Q ,20250220,154157531,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624567380Y ,20250224,112623739,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567388I ,20250224,123855996,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567395K ,20250220,151042255,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624567396I ,20250224,105628980,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567398E ,20250224,111621705,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567399C ,20250224,131010944,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245674069 ,20250224,132455663,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245674077 ,20250224,113458205,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245674085 ,20250224,125918784,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245674093 ,20250224,111621861,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567471S ,20250224,113458314,PF57,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567493G ,20250224,111621955,PF57,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567724I ,20250224,105629073,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567840A ,20250224,125918878,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245678426 ,20250224,131011022,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567847X ,20250224,111933461,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567854Z ,20250224,113458423,PF57,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567855X ,20250224,121758064,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624567856V ,20250220,152847825,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245682181 ,20250220,154157640,PF57,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624568871H ,20250220,151042458,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245692682 ,20250102,121452527,PF57,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624571022V ,20250220,154157750,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624571032R ,20250224,125918956,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624571046F ,20250224,123856074,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624576574Z ,20250220,151042583,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624576582Z ,20250224,114937217,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624576590Z ,20250224,114937311,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624576606E ,20250224,125919050,PF57,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624576835P ,20250224,121758158,PF57,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245770157 ,20250220,151042708,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624577057O ,20250224,125919128,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624577058M ,20250224,132455741,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624577107* ,20250224,120631677,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245771213 ,20250224,131011116,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624579628S ,20250224,131011194,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245796303 ,20250224,125919222,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624579764C ,20250224,132455834,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245797684 ,20250224,123856168,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624579787Z ,20250224,105629183,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624580075Q ,20250224,114937404,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624580077M ,20250220,145758616,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624580102F ,20250224,125919315,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581532T ,20250220,145758725,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245815589 ,20250224,131011288,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581560L ,20250224,105629261,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581561J ,20250224,132455928,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581562H ,20250220,152847918,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624581563F ,20250224,125919394,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245815685 ,20250220,151042802,PF57,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245815693 ,20250220,145758819,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245815757 ,20250224,112623851,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245815765 ,20250220,151042958,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245815773 ,20250224,121758252,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581581B ,20250220,151043177,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245815845 ,20250224,113458517,PF57,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581595* ,20250220,154157859,PF57,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624581597W ,20250224,121758346,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581602X ,20250220,151043380,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624581607N ,20250224,123856262,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581608L ,20250224,121758455,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581613R ,20250224,104820532,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581617J ,20250220,152847996,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245818237 ,20250224,112048750,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624581846U ,20250224,112623945,PF57,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624582414P ,20250224,132023242,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624582435F ,20250220,154158000,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624582496Q ,20250224,121758674,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624582498M ,20250224,123856340,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624582572Y ,20250218,125158557,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624582572Y ,20250224,105629355,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624582583S ,20250218,125158651,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624582583S ,20250220,145758929,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624583188Y ,20250224,132456038,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624584030P ,20250204,122341812,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956245840709 ,20250204,122341906,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956245841621 ,20250204,122342000,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956245861554 ,20250218,125158729,PF57,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245885748 ,20250224,113458611,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245885908 ,20250220,154158140,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245891175 ,20250224,132023335,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624589747J ,20250224,112624070,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624589748H ,20250220,152848090,PF57,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624589758D ,20250224,112048859,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624589760P ,20250224,123856434,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624589828H ,20250224,132456131,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624589829F ,20250224,105629433,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245905349 ,20250224,111622049,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245905517 ,20250220,152848184,PF57,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956245905525 ,20250224,132456241,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624590588I ,20250224,112048969,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624591144L ,20250218,125158823,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624592249O ,20250224,121758846,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624594524N ,20250224,121758986,PF57,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624595477Q ,20250224,113458705,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624596031X ,20250224,132023414,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624596041T ,20250224,123856527,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956245993929 ,20250211,124006036,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956246079491 ,20250224,131011382,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956246079635 ,20250224,125919487,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624617204E ,20250211,124006770,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624631176M ,20250218,132303913,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624639299K ,20250306,135358674,PF57,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956246442203 ,20250218,132304288,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624645764Y ,20250218,132304710,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624648831X ,20250218,132304975,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624655106X ,20250306,135358752,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624655707K ,20250218,132305319,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624656792F ,20250306,135358846,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956246591162 ,20250306,135359033,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624675645Q ,20250306,135359283,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624677187E ,20250306,135359455,PF57,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624680156Y ,20250326,164322234,PF57,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G095624681261G ,20250306,135359533,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624682681Y ,20250306,135359674,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624685000V ,20250306,135359814,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956246889406 ,20250326,164322421,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G0956246901538 ,20250306,135359939,PF57,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624693348C ,20250312,154644914,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624693986Q ,20250326,164322499,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G0956246953124 ,20250327,135746213,PF57,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G095624701233V ,20241017,145902353,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G095624707944L ,20241115,155716236,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G095624709720L ,20250106,133405313,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624712968G ,20250220,154158265,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624723118F ,20241216,083926947,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624726576Q ,20250306,135400049,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624728988S ,20250224,123856621,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956247302835 ,20250224,131011460,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624732639N ,20250224,111622127,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624732644T ,20250224,132456334,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624732939* ,20250220,145759022,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956247329461 ,20250224,114937498,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624733483F ,20250224,111933602,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956247334877 ,20250220,145759116,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095624733565B ,20250218,125158901,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G0956247341997 ,20250224,132456428,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624734373B ,20250224,132456538,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956247418093 ,20250224,111622221,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956247423008 ,20250102,121452605,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095624743576A ,20250204,122342187,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956247435786 ,20250224,132456631,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624744501W ,20250224,111933695,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624744503S ,20250224,112624179,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624744521O ,20250224,121759111,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095624745785Y ,20250204,122342281,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956247459988 ,20250224,132023507,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095625108787X ,20250326,164322593,PF57,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G095625110884G ,20250327,135746509,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G0956251116984 ,20250326,164322687,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G0956251128512 ,20250421,131546437,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956251184298 ,20250404,164304948,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956251188903 ,20250327,135746619,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G095625120518S ,20250326,164322859,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G095625120547I ,20250327,135746744,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G095625120638C ,20250327,135746978,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G095625120962P ,20250404,164305058,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095625123792I ,20250326,164322953,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G095625126259C ,20250326,164323046,PF56,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G0956251262954 ,20250326,164323140,PF57,COS,CORC0004,MTHPCS11,   ,00000000,0000,        ,        
G095625127785Q ,20250404,164305151,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095625213432Y ,20250523,090732339,PF56,COS,KELL0054,MTHPCS11,   ,00000000,0000,        ,        
G095625700469R ,20250224,121759268,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G0956257060013 ,20250224,120631771,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095625709515E ,20250306,135400221,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095625714924S ,20250306,135400361,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095625714937I ,20250306,135400471,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095625714939E ,20250306,135400549,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0956257149780 ,20250306,135400642,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G095625715749A ,20250404,164305245,PF56,COS,VERN0007,MTHPCS11,   ,00000000,0000,        ,        
G095625719431R ,20250410,105425099,PF56,COS,MAZE0001,MTHPCS11,   ,00000000,0000,        ,        
G0525236497445 ,20240902,230250795,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052523667493G ,20240902,231906352,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052523689483Z ,20240902,230019947,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0525237122380 ,20240902,231131668,SP54,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0525237122380 ,20240902,231131730,SP55,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0525237883377 ,20240902,230332580,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524200780R ,20241120,165535522,PF57,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0525242138040 ,20250110,125219897,PF57,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G052524227765Y ,20240903,152547032,SP54,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524227765Y ,20240903,152547126,SP55,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524227848S ,20240902,231403411,SP54,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524227848S ,20240902,231403489,SP55,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524251049G ,20240902,231158791,SP54,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524251049G ,20240902,231158853,SP55,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524265232X ,20241030,162009693,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524301280O ,20240904,073420046,PF56,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G052524390564O ,20241105,155854011,PF56,QLP,GRIF0037,MTHPCS11,   ,00000000,0000,        ,        
G052524398598O ,20240902,231306441,SP54,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524398598O ,20240902,231306513,SP55,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524427919D ,20240902,232643152,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524449519N ,20240902,230059279,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0525244536355 ,20240902,231434067,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524462573M ,20240902,232712554,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524516396J ,20250110,125219975,PF57,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G052524562146X ,20241120,172245942,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524595419J ,20241120,172119295,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524595578Q ,20241120,172153770,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524701479Y ,20240902,231043061,SP54,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524701479Y ,20240902,231043124,SP55,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524701525H ,20240902,231334885,SP54,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G052524701525H ,20240902,231334947,SP55,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0525247038216 ,20240902,230709289,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072423152132M ,20240902,231955108,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424178314I ,20241120,172616851,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424199137E ,20250110,151359094,PF56,QLP,GRIF0037,MTHPCS11,   ,00000000,0000,        ,        
G072424238963G ,20241030,161640039,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424265753P ,20240902,231834443,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424334563B ,20241120,173337339,PF57,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424391810H ,20241120,165239962,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0724244045716 ,20240902,230510473,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424427292J ,20240902,230633925,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424431023E ,20240903,152625361,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424434114Y ,20240903,174227305,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424442222Q ,20240902,230548688,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G072424465142P ,20240903,174258023,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G073523134681E ,20240902,230440808,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0956237643496 ,20240902,230858081,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624101121O ,20240903,174635419,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0956241015671 ,20240902,231639018,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624107796R ,20240903,174502352,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624108086Y ,20240903,174424325,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624119660W ,20240902,232429520,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624124285K ,20240902,231003471,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624124446I ,20240902,230824924,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0956241437936 ,20240902,231559748,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0956241531283 ,20240902,230745418,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624166246M ,20240903,174907777,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624166565T ,20240903,174340535,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624166995M ,20240904,073420109,PF56,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G095624168740* ,20240902,232610058,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624173431* ,20240902,232538065,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624176895Z ,20240904,073420187,PF56,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G095624189918A ,20240904,073420265,PF56,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G095624191161G ,20240903,174559746,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624196864M ,20240902,230931654,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0956242010884 ,20240904,073420327,PF57,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G095624235585W ,20240904,073420406,PF56,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G0956242395919 ,20240904,073420484,PF56,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G095624253030X ,20241120,173543441,PF57,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624254100L ,20240904,073420546,PF56,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G095624254101J ,20240904,073420609,PF56,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
