DNTNO,HDATE,HTIME,PRDCD,RSHLD,HLDBY,HLDPROG,RSCLR,CDATE,CTIME,CLRBY,CLRPROG
G052523316244B ,20240715,132856178,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233163099 ,20240715,133746888,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523318646H ,20240712,134802197,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233186757 ,20240712,133823082,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523318696Y ,20240712,135128385,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233200673 ,20240712,135104127,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523320123J ,20240712,132236395,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523321970* ,20240715,133543467,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233238904 ,20240715,113526156,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233238912 ,20240715,114220977,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233249152 ,20240715,113720299,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233265797 ,20240715,133551538,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523326583F ,20240715,132837617,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523329586Z ,20240715,132634996,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523330468B ,20240715,132901434,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233321915 ,20240715,133813628,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523332232J ,20240715,133456662,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523332295Q ,20240715,132156728,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233323259 ,20240715,114253110,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233323339 ,20240715,113353368,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233323371 ,20240715,132152878,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233371389 ,20240715,113731444,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233371469 ,20240715,132223488,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523337153B ,20240715,132451314,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233371725 ,20240715,113501061,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233372365 ,20240715,132447171,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523337256Y ,20240715,133419480,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523338121B ,20240715,113839881,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523341194K ,20240715,133403814,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523341200J ,20240715,133854030,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233412147 ,20240715,132502428,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233412227 ,20240715,114005065,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523341256O ,20240715,132239758,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523357672C ,20240715,132952633,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523357673A ,20240715,132949824,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523357726G ,20240715,133034612,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523360594E ,20240715,113908535,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523366578T ,20240715,114135565,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523366625A ,20240715,133005969,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525233684132 ,20240715,133805126,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523370282E ,20240715,132626100,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523370320Y ,20240715,132651251,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237005607 ,20240715,132050572,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523700673Q ,20240712,132218486,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523700733Y ,20240712,133510244,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523700734W ,20240712,133843723,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523700738O ,20240712,135226649,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523700887Z ,20240715,132509447,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237008932 ,20240715,132244997,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523700936C ,20240715,132321653,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237009388 ,20240715,133406711,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237023303 ,20240715,112648871,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523702648X ,20240712,134515041,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237026516 ,20240712,133637289,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523702655Z ,20240712,133105878,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523702659R ,20240712,133120524,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523703299R ,20240715,100033056,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523703303U ,20240715,112314421,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237033708 ,20240715,100409814,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523703653N ,20240712,134245009,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523703830L ,20240715,114101508,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237038385 ,20240715,133926558,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523705430L ,20240712,133657227,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523705548U ,20240715,113433077,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523705562Y ,20240715,113542432,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523713030G ,20240715,100254599,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523713773C ,20240715,100731605,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523718761E ,20240712,135141839,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523719569Z ,20240712,133800530,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237202516 ,20240715,095509107,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237203068 ,20240715,112747998,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237214609 ,20240715,095728318,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523721495O ,20240712,134708511,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523722061N ,20240715,112840263,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523722091B ,20240715,100125271,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523722198Q ,20240712,133550212,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523722918V ,20240807,083335963,PF56,TOT,MGAZ0001,PULS11  ,   ,00000000,0000,        ,        
G052523722926V ,20240715,095647863,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523722935T ,20240715,095601694,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523722982F ,20240715,113105919,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523723017F ,20240712,134103187,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523723023J ,20240712,135029805,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523723024H ,20240712,133600867,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523723025F ,20240712,133807507,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523724206Q ,20240712,134337503,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237250830 ,20240715,112413321,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237251286 ,20240715,100622944,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523725360R ,20240715,133601589,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523725361P ,20240715,133750191,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523725588O ,20240712,134609208,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523725603L ,20240712,135215902,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523725605H ,20240712,133008006,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523725607D ,20240712,134831954,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523725608B ,20240712,133401349,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237256099 ,20240712,133513085,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523725611L ,20240712,133903957,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523727088W ,20240715,100813383,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523727105P ,20240715,112620004,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523727928L ,20240715,132955019,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523728289Z ,20240715,112419620,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523729108O ,20240715,100752511,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237300220 ,20240712,133117748,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237300300 ,20240712,135102307,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523730134L ,20240715,113913170,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237314001 ,20240715,112338912,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237314670 ,20240715,131941278,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523731488R ,20240715,095823426,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523731496R ,20240715,095332315,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523731507G ,20240715,100325596,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237315614 ,20240712,132211563,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523731564Z ,20240712,132710707,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523731590V ,20240712,133654658,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523731602I ,20240712,134401456,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523732638F ,20240715,112525452,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237326683 ,20240715,132015399,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523732776W ,20240712,133704235,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523732793U ,20240712,134631405,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523732799I ,20240712,132736637,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523732976G ,20240715,132727685,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237338768 ,20240715,114305342,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237338784 ,20240715,100123092,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523733881E ,20240715,100337272,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523733913U ,20240715,114233393,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523733914S ,20240715,095437331,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523733915Q ,20240715,095618001,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523734011G ,20240715,132853142,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237340174 ,20240715,133721698,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237340182 ,20240715,133548302,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523736191I ,20240715,113824878,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523737297J ,20240715,132744271,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523737301M ,20240715,132559951,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523737303I ,20240715,132814542,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237373352 ,20240715,132341188,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523737696Q ,20240715,132101654,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237377349 ,20240712,133707450,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523737782U ,20240712,134745770,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523737787K ,20240712,134344701,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237380392 ,20240715,132454695,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523738565W ,20240715,114121641,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237388834 ,20240715,112311799,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523738903S ,20240715,100810528,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523738996N ,20240712,134404567,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523739000G ,20240712,134716123,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523740002D ,20240712,135056281,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523741230A ,20240715,112540250,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523741376B ,20240712,134528123,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0525237413795 ,20240712,133133158,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523741593U ,20240715,133031641,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523742166F ,20240715,132834166,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523742212Z ,20240715,112547650,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523742253H ,20240715,112632149,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523742510F ,20240715,133040449,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G052523742562S ,20240715,133554709,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232046257 ,20240712,133639819,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232046281 ,20240712,134233877,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232046417 ,20240712,132520661,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232046601 ,20240712,133011092,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423204661* ,20240712,132524160,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232053449 ,20240712,132222831,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232053713 ,20240715,113058046,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423212596M ,20240715,112616606,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423220521N ,20240715,113249699,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423220526D ,20240715,113345746,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423220534D ,20240712,133832055,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423220535B ,20240715,113337371,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232205393 ,20240712,134938262,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423220540H ,20240712,135145238,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423220541F ,20240712,133411300,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232205449 ,20240712,132728129,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232205545 ,20240715,113328992,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232205553 ,20240712,134532316,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423220558Y ,20240712,134800086,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232213457 ,20240715,132940653,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232213529 ,20240715,133416002,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232253014 ,20240715,112347316,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423225361H ,20240715,131945525,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232322358 ,20240715,133817285,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423233829E ,20240712,133501101,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423233847A ,20240712,133715152,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232338736 ,20240715,113122330,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232338832 ,20240712,135036142,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423233885Z ,20240712,132526352,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423236647F ,20240715,112651388,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232369173 ,20240715,095846473,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423236937W ,20240715,095942236,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423236945W ,20240715,114350540,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423236949O ,20240715,100715521,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423239696N ,20240715,114054205,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423241413P ,20240715,113456190,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423241835I ,20240715,113749731,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423241860G ,20240715,133718869,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232418664 ,20240715,132747926,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423246745G ,20240712,135045135,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232482133 ,20240715,100120892,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423248227S ,20240715,095426026,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423248229O ,20240715,100047446,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232485274 ,20240715,112851493,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423248761L ,20240715,131951038,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423250210V ,20240715,100316016,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423250211T ,20240715,095805317,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423250252B ,20240715,095818413,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232502715 ,20240715,095505472,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423250274* ,20240715,095944675,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423250876L ,20240712,134332236,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423250919V ,20240712,134550150,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423250969B ,20240712,134238513,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423251808T ,20240715,132740808,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423251836L ,20240715,133705428,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423251841R ,20240715,133951743,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423251857B ,20240715,132751348,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423251863F ,20240715,114216684,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232521952 ,20240715,113438472,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423252250K ,20240715,113612433,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232550112 ,20240715,112613866,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423256244Q ,20240712,133005093,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423257756* ,20240715,112535802,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423258268F ,20240715,095743044,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423258275H ,20240715,100154069,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232588668 ,20240715,095737750,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423258873A ,20240715,095414950,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232588908 ,20240715,100334710,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423258896X ,20240715,100112792,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423258910W ,20240715,114312317,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423258911U ,20240715,100131480,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423260650P ,20240712,132229007,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423260653J ,20240712,132718198,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232606669 ,20240712,135057827,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423262690E ,20240715,114223910,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232626946 ,20240715,095725352,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423262698Z ,20240715,100541431,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423262709O ,20240715,095820799,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423264236Q ,20240715,132047582,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423264430M ,20240712,135114614,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423264853D ,20240715,100412247,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423264977Q ,20240712,134605594,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423265031* ,20240712,132911908,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423265616N ,20240712,134106738,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423265652F ,20240712,133113170,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423268177Q ,20240715,095420460,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423268183U ,20240715,095915298,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423268416S ,20240712,133738162,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232694436 ,20240715,132938313,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423269447Z ,20240715,133728825,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423269457V ,20240715,133001146,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423269464X ,20240715,132512584,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232694700 ,20240715,133936305,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423271099S ,20240715,113926779,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423271119F ,20240715,132958026,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232757644 ,20240715,113916292,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423275786T ,20240715,113827865,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423277544X ,20240715,133808685,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423277637N ,20240715,113617466,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423277642T ,20240715,113620252,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423280531C ,20240712,132757250,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423280540A ,20240712,134540943,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423281074E ,20240715,100838174,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G0724232814154 ,20240712,134519309,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423282370J ,20240715,100414216,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423285076K ,20240715,113557769,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
G072423285399J ,20240715,113830538,PF56,TOT,MAZE0001,PULS11  ,   ,00000000,0000,        ,        
